AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;CD_PROGRAMA_IES;NM_PROGRAMA_IES;CD_CURSO_PPG;NM_CURSO;NM_GRAU_CURSO;CD_CONCEITO_CURSO;AN_INICIO_PREVISTO;DS_SITUACAO_CURSO;DT_SITUACAO_CURSO;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2017;CIÊNCIAS BIOLÓGICAS;PARASITOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010026P9;CIÊNCIAS (BIOLOGIA DA RELAÇÃO PATÓGENO-HOSPEDEIRO);33002010026M9;CIÊNCIAS (BIOLOGIA DA RELAÇÃO PATÓGENO-HOSPEDEIRO);MESTRADO;7;1976;EM FUNCIONAMENTO;18SEP2012:00:00:00;167991;101900
2017;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;CIÊNCIA DA COMPUTAÇÃO;31005012;528;PUC-RIO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31005012004P9;INFORMÁTICA;31005012004M9;INFORMÁTICA;MESTRADO;7;1967;EM FUNCIONAMENTO;18SEP2012:00:00:00;169978;103783
2017;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;28007018;24;UESC;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;ILHÉUS;28007018010P2;FÍSICA;28007018010M2;FÍSICA;MESTRADO;3;2008;EM FUNCIONAMENTO;18SEP2012:00:00:00;169002;102843
2017;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15001016004P8;ENGENHARIA ELÉTRICA;15001016004D9;ENGENHARIA ELÉTRICA;DOUTORADO;5;1998;EM FUNCIONAMENTO;18SEP2012:00:00:00;170109;103893
2017;MULTIDISCIPLINAR;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;NITERÓI;31003010079P0;CIÊNCIAS E BIOTECNOLOGIA;31003010079D0;CIÊNCIAS E BIOTECNOLOGIA;DOUTORADO;4;2011;EM FUNCIONAMENTO;11OCT2012:00:00:00;173945;107369
2017;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;NÃO SE APLICA;15;MEDICINA I;20001010;548;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;MA;SÃO LUÍS;20001010009P4;CIÊNCIAS DA SAÚDE;20001010009M4;CIÊNCIAS DA SAÚDE;MESTRADO;4;1999;EM FUNCIONAMENTO;07MAR2013:00:00:00;172814;106495
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;SANTA MARIA;42002010056P4;TECNOLOGIAS EDUCACIONAIS EM REDE;42002010056F7;TECNOLOGIAS EDUCACIONAIS EM REDE;MESTRADO PROFISSIONAL;4;2013;EM FUNCIONAMENTO;18APR2013:00:00:00;173118;106710
2017;CIÊNCIAS BIOLÓGICAS;MICROBIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010008P1;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA);32001010008D2;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA);DOUTORADO;7;1993;EM FUNCIONAMENTO;18SEP2012:00:00:00;171001;104755
2017;CIÊNCIAS BIOLÓGICAS;MICROBIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010008P1;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA);32001010008M1;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA);MESTRADO;7;1970;EM FUNCIONAMENTO;18SEP2012:00:00:00;171001;104755
2017;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;32002017;8;UFV;UNIVERSIDADE FEDERAL DE VIÇOSA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;VIÇOSA;32002017029P5;ADMINISTRAÇÃO;32002017029M5;ADMINISTRAÇÃO;MESTRADO;4;2005;EM FUNCIONAMENTO;18SEP2012:00:00:00;169691;103475
2017;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO DE EMPRESAS;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;31011012;1851;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS ( RJ );PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RJ;RIO DE JANEIRO;31011012011P1;ADMINISTRAÇÃO;31011012011F4;EXECUTIVO EM GESTÃO EMPRESARIAL;MESTRADO PROFISSIONAL;5;2002;EM FUNCIONAMENTO;03JAN2013:00:00:00;168190;102116
2017;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;22001018;583;UFC;UNIVERSIDADE FEDERAL DO CEARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;22001018003P1;MATEMÁTICA;22001018003D2;MATEMÁTICA;DOUTORADO;7;1995;EM FUNCIONAMENTO;04MAR2017:00:00:00;171825;105501
2017;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;32011016;595;UNIFAL;UNIVERSIDADE FEDERAL DE ALFENAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;ALFENAS;32011016003P1;CIÊNCIAS FARMACÊUTICAS;32011016003D2;CIÊNCIAS FARMACÊUTICAS;DOUTORADO;4;2013;EM FUNCIONAMENTO;05NOV2013:00:00:00;170532;104312
2017;CIÊNCIAS AGRÁRIAS;AGRONOMIA;FITOSSANIDADE;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;32004010;592;UFLA;UNIVERSIDADE FEDERAL DE LAVRAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;LAVRAS;32004010007P8;ENTOMOLOGIA;32004010007M8;ENTOMOLOGIA;MESTRADO;5;1984;EM FUNCIONAMENTO;08FEB2017:00:00:00;176491;109257
2017;CIÊNCIAS DA SAÚDE;MEDICINA;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;NÃO SE APLICA;16;MEDICINA II;28025016;NI;FIOCRUZ-CPQGM;FIOCRUZ ( CENTRO DE PESQUISA GONÇALO MONIZ );FEDERAL;PÚBLICA;NÃO INFORMADO;NORDESTE;BA;SALVADOR;28025016001P4;BIOTECNOLOGIA EM SAÚDE E MEDICINA INVESTIGATIVA;28025016001M4;BIOTECNOLOGIA EM SAÚDE E MEDICINA INVESTIGATIVA;MESTRADO;6;2006;EM FUNCIONAMENTO;04JAN2017:00:00:00;168931;102792
2017;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;33065012;150;UNISO;UNIVERSIDADE DE SOROCABA;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;SOROCABA;33065012001P6;EDUCAÇÃO;33065012001M6;EDUCAÇÃO;MESTRADO;4;1996;EM FUNCIONAMENTO;18SEP2012:00:00:00;170506;104270
2017;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;26001012;577;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;AL;MACEIÓ;26001012034P5;HISTÓRIA;26001012034M5;HISTÓRIA;MESTRADO;3;2012;EM FUNCIONAMENTO;27DEC2012:00:00:00;167303;101211
2017;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;33002045;NI;USP/SC;UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;SÃO CARLOS;33002045003P5;MATEMÁTICA;33002045003M5;MATEMÁTICA;MESTRADO;7;1970;EM FUNCIONAMENTO;18SEP2012:00:00:00;166031;100073
2017;CIÊNCIAS DA SAÚDE;FISIOTERAPIA E TERAPIA OCUPACIONAL;NÃO SE APLICA;NÃO SE APLICA;21;EDUCAÇÃO FÍSICA;25001019;580;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25001019072P1;FISIOTERAPIA;25001019072M1;FISIOTERAPIA;MESTRADO;3;2009;EM FUNCIONAMENTO;08FEB2017:00:00:00;175855;108893
2017;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;NÃO SE APLICA;NÃO SE APLICA;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;53017013;1113;UNIEURO;CENTRO UNIVERSITÁRIO EURO-AMERICANO;PARTICULAR;PRIVADA;CENTRO UNIVERSITÁRIO;CENTRO-OESTE;DF;BRASÍLIA;53017013001P6;DIREITOS HUMANOS, CIDADANIA E VIOLÊNCIA;53017013001M6;DIREITOS HUMANOS, CIDADANIA E VIOLÊNCIA;MESTRADO;3;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;176889;109629
2017;CIÊNCIAS HUMANAS;SOCIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;34;SOCIOLOGIA;31004016;547;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31004016060P0;SOCIOLOGIA;31004016060D0;SOCIOLOGIA;DOUTORADO;5;2010;EM FUNCIONAMENTO;05SEP2012:00:00:00;170555;104324
2017;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;52001016;584;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;GO;GOIÂNIA;52001016048P0;NANOTECNOLOGIA FARMACÊUTICA;52001016048D0;NANOTECNOLOGIA FARMACÊUTICA;DOUTORADO;4;2010;EM FUNCIONAMENTO;05OCT2012:00:00:00;134567;70653
2017;ENGENHARIAS;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;32018010;107;UFSJ;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;OURO BRANCO;32018010015P4;ENGENHARIA QUÍMICA;32018010015M4;ENGENHARIA QUÍMICA - MESTRADO;MESTRADO;3;2014;EM FUNCIONAMENTO;17FEB2014:00:00:00;130236;67037
2017;CIÊNCIAS SOCIAIS APLICADAS;CIÊNCIA DA INFORMAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;33301000;NI;FCRB;FUNDACAO CASA DE RUI BARBOSA;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RJ;RIO DE JANEIRO;33301000001P0;MEMÓRIA E ACERVOS;33301000001F2;MEMÓRIA E ACERVOS;MESTRADO PROFISSIONAL;3;2016;EM FUNCIONAMENTO;08SEP2015:00:00:00;130668;67441
2017;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;24009016;2564;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PB;CAMPINA GRANDE;24009016003P8;ENGENHARIA ELÉTRICA;24009016003D9;ENGENHARIA ELÉTRICA;DOUTORADO;7;1979;EM FUNCIONAMENTO;18SEP2012:00:00:00;131255;68032
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;32014015;367;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;MONTES CLAROS;32014015004P7;CIÊNCIAS DA SAÚDE;32014015004M7;CIÊNCIAS DA SAÚDE;MESTRADO;6;2007;EM FUNCIONAMENTO;18SEP2012:00:00:00;132389;68894
2017;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;41001010;585;UFSC;UNIVERSIDADE FEDERAL DE SANTA CATARINA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;41001010065P4;ENGENHARIA DE AUTOMAÇÃO E SISTEMAS;41001010065M4;ENGENHARIA DE AUTOMAÇÃO E SISTEMAS;MESTRADO;6;2007;EM FUNCIONAMENTO;18SEP2012:00:00:00;165911;99934
2017;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010246P9;ENTOMOLOGIA EM SAÚDE PÚBLICA;33002010246F1;ENTOMOLOGIA EM SAÚDE PÚBLICA;MESTRADO PROFISSIONAL;4;2016;EM FUNCIONAMENTO;24MAR2015:00:00:00;167165;101094
2017;CIÊNCIAS AGRÁRIAS;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;AQUICULTURA;NÃO SE APLICA;23;ZOOTECNIA / RECURSOS PESQUEIROS;42004012;12;FURG;UNIVERSIDADE FEDERAL DO RIO GRANDE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;RIO GRANDE;42004012011P0;AQÜICULTURA;42004012011M0;AQÜICULTURA;MESTRADO;6;2001;EM FUNCIONAMENTO;18SEP2012:00:00:00;169549;103365
2017;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;FISIOLOGIA GERAL;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;31035019;472;UNIGRANRIO;UNIVERSIDADE DO GRANDE RIO - PROF JOSE DE SOUZA HERDY;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RJ;DUQUE DE CAXIAS;31035019005P0;BIOMEDICINA TRANSLACIONAL;31035019005M0;BIOMEDICINA TRANSLACIONAL;MESTRADO;4;2015;EM FUNCIONAMENTO;10MAR2017:00:00:00;170745;104503
2017;MULTIDISCIPLINAR;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;40006018;588;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PR;CURITIBA;40006018176P6;BIOTECNOLOGIA;40006018176M6;BIOTECNOLOGIA;MESTRADO;4;2017;EM FUNCIONAMENTO;13MAR2017:00:00:00;168069;101978
2017;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;32005016;576;UFJF;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;JUIZ DE FORA;32005016035P4;GEOGRAFIA;32005016035M4;GEOGRAFIA;MESTRADO;4;2011;EM FUNCIONAMENTO;03SEP2012:00:00:00;168580;102496
2017;CIÊNCIAS DA SAÚDE;NUTRIÇÃO;NÃO SE APLICA;NÃO SE APLICA;50;NUTRIÇÃO;24001015;NI;UFPB-JP;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );FEDERAL;PÚBLICA;NÃO INFORMADO;NORDESTE;PB;JOÃO PESSOA;24001015041P6;CIÊNCIAS DA NUTRIÇÃO;24001015041D7;DOUTORADO EM CIÊNCIAS DA NUTRIÇÃO;DOUTORADO;4;2014;EM FUNCIONAMENTO;16APR2014:00:00:00;167731;101660
2017;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;51005018;4504;UFGD;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MS;DOURADOS;51005018005P1;EDUCAÇÃO;51005018005M1;EDUCAÇÃO;MESTRADO;5;2008;EM FUNCIONAMENTO;18SEP2012:00:00:00;165123;99293
2017;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;21001014;5;FUFPI;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FEDERAL;PÚBLICA;NÃO INFORMADO;NORDESTE;PI;TERESINA;21001014012P8;ENFERMAGEM;21001014012M8;ENFERMAGEM;MESTRADO;4;2007;EM FUNCIONAMENTO;18SEP2012:00:00:00;172540;106246
2017;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;40002012;9;UEL;UNIVERSIDADE ESTADUAL DE LONDRINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;LONDRINA;40002012002P2;DIREITO NEGOCIAL;40002012002M2;DIREITO NEGOCIAL;MESTRADO;4;1978;EM FUNCIONAMENTO;18SEP2012:00:00:00;174137;107554
2017;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;20001010;548;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;MA;SÃO LUÍS;20001010039P0;ENSINO DE CIÊNCIAS E MATEMÁTICA;20001010039M0;ENSINO DE CIÊNCIAS E MATEMÁTICA;MESTRADO;3;2015;EM FUNCIONAMENTO;19MAR2015:00:00:00;172055;105751
2017;ENGENHARIAS;ENGENHARIA DE MATERIAIS E METALÚRGICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42001013016P2;ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS;42001013016M2;ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS;MESTRADO;7;1974;EM FUNCIONAMENTO;10MAR2017:00:00:00;164332;98208
2017;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;NÃO SE APLICA;NÃO SE APLICA;28;ECONOMIA;42007011;14;UNISINOS;UNIVERSIDADE DO VALE DO RIO DOS SINOS;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;SÃO LEOPOLDO;42007011014P8;ECONOMIA;42007011014D9;ECONOMIA;DOUTORADO;4;2017;EM FUNCIONAMENTO;03MAR2017:00:00:00;162139;96362
2017;LINGÜÍSTICA, LETRAS E ARTES;LINGÜÍSTICA;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;42005019;21;PUC/RS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42005019009P1;LINGÜÍSTICA E LETRAS;42005019009M1;LINGÜÍSTICA E LETRAS;MESTRADO;7;1970;EM FUNCIONAMENTO;18SEP2012:00:00:00;177815;110349
2017;CIÊNCIAS HUMANAS;TEOLOGIA;NÃO SE APLICA;NÃO SE APLICA;44;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;32029012;849;FAJE;FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA;PARTICULAR;PRIVADA;FACULDADE;SUDESTE;MG;BELO HORIZONTE;32029012001P1;TEOLOGIA;32029012001D2;TEOLOGIA;DOUTORADO;6;1986;EM FUNCIONAMENTO;18SEP2012:00:00:00;175144;108287
2017;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;42003016;634;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PELOTAS;42003016023P1;CIÊNCIA E TECNOLOGIA DE SEMENTES;42003016023F4;SEMENTES;MESTRADO PROFISSIONAL;4;2000;EM FUNCIONAMENTO;18SEP2012:00:00:00;175413;108544
2017;CIÊNCIAS DA SAÚDE;MEDICINA;CIRURGIA;NÃO SE APLICA;17;MEDICINA III;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011175P0;GESTÃO E INOVAÇÃO EM SAÚDE;23001011175F2;GESTÃO E INOVAÇÃO EM SAÚDE;MESTRADO PROFISSIONAL;4;2017;EM FUNCIONAMENTO;01FEB2018:00:00:00;176181;109110
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;41016017;3181;UNOCHAPECÓ;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;PARTICULAR;PRIVADA;FACULDADE;SUL;SC;CHAPECÓ;41016017003P9;CIÊNCIAS DA SAÚDE;41016017003M9;CIÊNCIAS DA SAÚDE;MESTRADO;4;2012;EM FUNCIONAMENTO;12JUL2013:00:00:00;174843;107995
2017;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;33107017;457;UNIAN-SP;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33107017007P3;BIOMATERIAIS;33107017007F6;BIOMATERIAIS;MESTRADO PROFISSIONAL;2;2011;EM DESATIVACAO;28DEC2017:00:00:00;131507;68270
2017;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES;31004016;547;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31004016039P0;ARTES;31004016039M0;ARTES;MESTRADO;5;2005;EM FUNCIONAMENTO;20SEP2012:00:00:00;133169;69541
2017;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;33004072;NI;UNESP-FR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;FRANCA;33004072013P0;HISTÓRIA;33004072013D0;HISTÓRIA;DOUTORADO;5;2001;EM FUNCIONAMENTO;18SEP2012:00:00:00;129845;66673
2017;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017094P0;ARTES DA CENA;33003017094D1;ARTES DA CENA;DOUTORADO;5;2011;EM FUNCIONAMENTO;17FEB2012:00:00:00;167540;101471
2017;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017094P0;ARTES DA CENA;33003017094M0;ARTES DA CENA;MESTRADO;5;2011;EM FUNCIONAMENTO;17FEB2012:00:00:00;167540;101471
2017;CIÊNCIAS BIOLÓGICAS;GENÉTICA;GENÉTICA MOLECULAR E DE MICROORGANISMOS;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;31010016;NI;FIOCRUZ;FUNDACAO OSWALDO CRUZ (FIOCRUZ);FEDERAL;PÚBLICA;NÃO INFORMADO;SUL;PR;CURITIBA;31010016025P6;BIOCIÊNCIAS E BIOTECNOLOGIA;31010016025M6;BIOCIENCIAS E BIOTECNOLOGIA;MESTRADO;4;2010;EM FUNCIONAMENTO;20DEC2010:00:00:00;167571;101502
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017121P0;HISTÓRIA DAS CIÊNCIAS E DAS TÉCNICAS E EPISTEMOLOGIA;31001017121D0;HISTÓRIA DAS CIÊNCIAS E DAS TÉCNICAS E EPISTEMOLOGIA;DOUTORADO;2;2005;EM DESATIVACAO;08FEB2018:00:00:00;169768;103552
2017;ENGENHARIAS;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;33083010;NI;IPT;INSTITUTO DE PESQ.TECNOLÓGICAS DO ESTADO DE SÃO PAULO;ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;SÃO PAULO;33083010004P6;PROCESSOS INDUSTRIAIS;33083010004F9;PROCESSOS INDUSTRIAIS;MESTRADO PROFISSIONAL;3;2001;EM FUNCIONAMENTO;18SEP2012:00:00:00;168511;102415
